.text section layout
  Starting        Virtual
  address  Size   address
  -----------------------
  00000000 000efc 800056e0  1 .text 	m_Do_main.o 
  0000c3d4 000008 80011ab4  4 mDoExt_getArchiveHeap() 	m_Do_ext.o 
  0000c3dc 000098 80011abc  4 mDoExt_createSolidHeap(u32, JKRHeap*, u32) 	m_Do_ext.o 
  0000c474 000048 80011b54  4 mDoExt_createSolidHeapFromGame(u32, u32) 	m_Do_ext.o 
  0000c4bc 000048 80011b9c  4 mDoExt_createSolidHeapFromSystem(u32, u32) 	m_Do_ext.o 
  0000c504 0000dc 80011be4  4 mDoExt_createSolidHeapToCurrent(u32, JKRHeap*, u32) 	m_Do_ext.o 
  0000c5e0 00004c 80011cc0  4 mDoExt_createSolidHeapFromGameToCurrent(u32, u32) 	m_Do_ext.o 
  0000c62c 00003c 80011d0c  4 mDoExt_adjustSolidHeap(JKRSolidHeap*) 	m_Do_ext.o 
  0000c668 000020 80011d48  4 mDoExt_destroySolidHeap(JKRSolidHeap*) 	m_Do_ext.o 
  0000c688 00006c 80011d68  4 mDoExt_setCurrentHeap(JKRHeap*) 	m_Do_ext.o 
  0000c6f4 000008 80011dd4  4 mDoExt_getCurrentHeap() 	m_Do_ext.o 
  0000c6fc 0000bc 80011ddc  4 mDoExt_restoreCurrentHeap() 	m_Do_ext.o 
  0000c7b8 00004c 80011e98  4 mDoExt_resIDToIndex(JKRArchive*, u16) 	m_Do_ext.o 
  0000c804 00025c 80011ee4  4 mDoExt_MtxCalcAnmBlendTbl::calc(u16) 	m_Do_ext.o 
  0000ca60 000408 80012140  4 mDoExt_MtxCalcAnmBlendTblOld::calc(u16) 	m_Do_ext.o 
  0000ce68 000084 80012548  4 mDoExt_MtxCalcOldFrame::initOldFrameMorf(f32, u16, u16) 	m_Do_ext.o 
  0000ceec 000084 800125cc  4 mDoExt_MtxCalcOldFrame::decOldFrameMorfCounter() 	m_Do_ext.o 
  0000cf70 000394 80012650  4 mDoExt_McaMorf(J3DModelData*, mDoExt_McaMorfCallBack1_c*, mDoExt_McaMorfCallBack2_c*, J3DAnmTransform*, i32, f32, i32, i32, i32, void*, u32, u32) 	m_Do_ext.o 
  0000d304 000048 800129e4  4 ~J3DFrameCtrl() 	m_Do_ext.o 
  0000d34c 00034c 80012a2c  4 mDoExt_McaMorf::calc(u16) 	m_Do_ext.o 
  0000d698 000250 80012d78  4 mDoExt_McaMorf::setAnm(J3DAnmTransform*, i32, f32, f32, f32, f32, void*) 	m_Do_ext.o 
  0000d8e8 000044 80012fc8  4 mDoExt_McaMorf::setMorf(f32) 	m_Do_ext.o 
  0000d92c 0000c4 8001300c  4 mDoExt_McaMorf::play(Vec*, u32, i8) 	m_Do_ext.o 
  0000d9f0 00007c 800130d0  4 mDoExt_McaMorf::update() 	m_Do_ext.o 
  0000da6c 00007c 8001314c  4 mDoExt_McaMorf::updateDL() 	m_Do_ext.o 
  0000dae8 000064 800131c8  4 mDoExt_McaMorf::updateDL(J3DMaterialTable*) 	m_Do_ext.o 
  0000db4c 00002c 8001322c  4 mDoExt_McaMorf::entry() 	m_Do_ext.o 
  0000db78 00002c 80013258  4 mDoExt_McaMorf::entryDL() 	m_Do_ext.o 
  0000dba4 000064 80013284  4 mDoExt_McaMorf::entryDL(J3DMaterialTable*) 	m_Do_ext.o 
  0000dc08 000074 800132e8  4 mDoExt_McaMorf::calc() 	m_Do_ext.o 
  0000dc7c 00002c 8001335c  4 mDoExt_McaMorf::stopZelAnime() 	m_Do_ext.o 
  0000dca8 00036c 80013388  4 mDoExt_McaMorf2(J3DModelData*, mDoExt_McaMorfCallBack1_c*, mDoExt_McaMorfCallBack2_c*, J3DAnmTransform*, J3DAnmTransform*, i32, f32, i32, i32, i32, void*, u32, u32) 	m_Do_ext.o 
  0000e014 00007c 800136f4  4 mDoExt_McaMorf2::ERROR_EXIT() 	m_Do_ext.o 
  0000e090 0006e0 80013770  4 mDoExt_McaMorf2::calc(u16) 	m_Do_ext.o 
  0000e770 000250 80013e50  4 mDoExt_McaMorf2::setAnm(J3DAnmTransform*, J3DAnmTransform*, f32, i32, f32, f32, f32, f32, void*) 	m_Do_ext.o 
  0000e9c0 000038 800140a0  4 mDoExt_McaMorf2::setMorf(f32) 	m_Do_ext.o 
  0000e9f8 0000c4 800140d8  4 mDoExt_McaMorf2::play(Vec*, u32, i8) 	m_Do_ext.o 
  0000eabc 00002c 8001419c  4 mDoExt_McaMorf2::entryDL() 	m_Do_ext.o 
  0000eae8 000088 800141c8  4 mDoExt_McaMorf2::calc() 	m_Do_ext.o 
  0000eb70 00002c 80014250  4 mDoExt_McaMorf2::stopZelAnime() 	m_Do_ext.o 
  0000eb9c 00003c 8001427c  4 mDoExt_offCupOnAupPacket::draw() 	m_Do_ext.o 
  0000ebd8 00003c 800142b8  4 mDoExt_onCupOffAupPacket::draw() 	m_Do_ext.o 
  0000ec14 0000c4 800142f4  4 mDoExt_invJntPacket::draw() 	m_Do_ext.o 
  0000ecd8 0001c8 800143b8  4 mDoExt_3Dline_c::init(u16, i32, i32) 	m_Do_ext.o 
  0000eea0 000004 80014580  4 cXyz() 	m_Do_ext.o 
  0000eea4 0000e0 80014584  4 mDoExt_3DlineMat0_c::init(u16, u16, i32) 	m_Do_ext.o 
  0000ef84 00003c 80014664  4 ~mDoExt_3Dline_c() 	m_Do_ext.o 
  0000efc0 000004 800146a0  4 mDoExt_3Dline_c() 	m_Do_ext.o 
  0000efc4 0000f4 800146a4  4 mDoExt_3DlineMat0_c::setMaterial() 	m_Do_ext.o 
  0000f0b8 00011c 80014798  4 mDoExt_3DlineMat0_c::draw() 	m_Do_ext.o 
  0000f1d4 000550 800148b4  4 mDoExt_3DlineMat0_c::update(u16, f32, _GXColor&, u16, dKy_tevstr_c*) 	m_Do_ext.o 
  0000f724 000524 80014e04  4 mDoExt_3DlineMat0_c::update(u16, _GXColor&, dKy_tevstr_c*) 	m_Do_ext.o 
  0000fc48 00019c 80015328  4 mDoExt_3DlineMat1_c::init(u16, u16, ResTIMG*, i32) 	m_Do_ext.o 
  0000fde4 000118 800154c4  4 mDoExt_3DlineMat1_c::setMaterial() 	m_Do_ext.o 
  0000fefc 000188 800155dc  4 mDoExt_3DlineMat1_c::draw() 	m_Do_ext.o 
  00010084 0006f0 80015764  4 mDoExt_3DlineMat1_c::update(u16, f32, _GXColor&, u16, dKy_tevstr_c*) 	m_Do_ext.o 
  00010774 0006c4 80015e54  4 mDoExt_3DlineMat1_c::update(u16, _GXColor&, dKy_tevstr_c*) 	m_Do_ext.o 
  00010e38 000064 80016518  4 mDoExt_3DlineMatSortPacket::setMat(mDoExt_3DlineMat_c*) 	m_Do_ext.o 
  00010e9c 000068 8001657c  4 mDoExt_3DlineMatSortPacket::draw() 	m_Do_ext.o 
  00010f04 000258 800165e4  4 mDoExt_initFontCommon(JUTFont**, ResFONT**, JKRHeap*, i8 const*, JKRArchive*, u8, u32, u32) 	m_Do_ext.o 
  0001115c 000048 8001683c  4 ~JUTFont() 	m_Do_ext.o 
  000111a4 00005c 80016884  4 mDoExt_initFont0() 	m_Do_ext.o 
  00011200 00003c 800168e0  4 mDoExt_getMesgFont() 	m_Do_ext.o 
  0001123c 000100 8001691c  4 mDoExt_removeMesgFont() 	m_Do_ext.o 
  0001133c 000060 80016a1c  4 mDoExt_initFont1() 	m_Do_ext.o 
  0001139c 00003c 80016a7c  4 mDoExt_getRubyFont() 	m_Do_ext.o 
  000113d8 000100 80016ab8  4 mDoExt_removeRubyFont() 	m_Do_ext.o 
  000114d8 0000e0 80016bb8  4 mDoExt_J3DModel__create(J3DModelData*, u32, u32) 	m_Do_ext.o 
  000115b8 00002c 80016c98  4 JUTFont::setGX(JUtility::TColor, JUtility::TColor) 	m_Do_ext.o 
  000115e4 00002c 80016cc4  4 JUTFont::getCellWidth() const 	m_Do_ext.o 
  00011610 00002c 80016cf0  4 JUTFont::getCellHeight() const 	m_Do_ext.o 
  0001163c 00005c 80016d1c  4 ~mDoExt_3DlineMatSortPacket() 	m_Do_ext.o 
  00011698 000008 80016d78  4 mDoExt_3DlineMat1_c::getMaterialID() 	m_Do_ext.o 
  000116a0 000008 80016d80  4 mDoExt_3DlineMat0_c::getMaterialID() 	m_Do_ext.o 
  000116a8 00005c 80016d88  4 ~mDoExt_onCupOffAupPacket() 	m_Do_ext.o 
  00011704 00005c 80016de4  4 ~mDoExt_offCupOnAupPacket() 	m_Do_ext.o 
  00011760 0000d4 80016e40  4 ~mDoExt_McaMorf2() 	m_Do_ext.o 
  00011834 0000ec 80016f14  4 J3DMtxCalcMaya::init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011920 0000d4 80017000  4 ~mDoExt_McaMorf() 	m_Do_ext.o 
  000119f4 0000e8 800170d4  4 ~mDoExt_MtxCalcAnmBlendTblOld() 	m_Do_ext.o 
  00011adc 0000bc 800171bc  4 ~mDoExt_MtxCalcAnmBlendTbl() 	m_Do_ext.o 
  00011b98 000120 80017278  4 ~J3DMtxCalcMayaAnm() 	m_Do_ext.o 
  00011cb8 000024 80017398  4 J3DMtxCalcMayaAnm::calc(u16) 	m_Do_ext.o 
  00011cdc 000004 800173bc  4 J3DMtxCalc::init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011ce0 000004 800173c0  4 J3DMtxCalc::recursiveCalc(J3DNode*) 	m_Do_ext.o 
  00011ce4 000004 800173c4  4 J3DMtxCalc::calcTransform(u16, J3DTransformInfo const&) 	m_Do_ext.o 
  00011ce8 000004 800173c8  4 J3DMtxCalc::calc(u16) 	m_Do_ext.o 
  00011cec 000014 800173cc  4 J3DMtxCalcMayaAnm::@88@36@calc(u16) 	m_Do_ext.o 
  00011d00 000008 800173e0  4 J3DMtxCalcMayaAnm::@80@calc(u16) 	m_Do_ext.o 
  00011d08 000008 800173e8  4 J3DMtxCalcMayaAnm::@80@__dt() 	m_Do_ext.o 
  00011d10 000014 800173f0  4 mDoExt_MtxCalcAnmBlendTbl::@88@36@calc(u16) 	m_Do_ext.o 
  00011d24 000014 80017404  4 J3DMtxCalcMaya::@88@36@calcTransform(u16, J3DTransformInfo const&) 	m_Do_ext.o 
  00011d38 000014 80017418  4 J3DMtxCalcBasic::@88@36@recursiveCalc(J3DNode*) 	m_Do_ext.o 
  00011d4c 000014 8001742c  4 J3DMtxCalcMaya::@88@36@init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011d60 000014 80017440  4 mDoExt_MtxCalcAnmBlendTblOld::@104@36@calc(u16) 	m_Do_ext.o 
  00011d74 000014 80017454  4 J3DMtxCalcMaya::@104@36@calcTransform(u16, J3DTransformInfo const&) 	m_Do_ext.o 
  00011d88 000014 80017468  4 J3DMtxCalcBasic::@104@36@recursiveCalc(J3DNode*) 	m_Do_ext.o 
  00011d9c 000014 8001747c  4 J3DMtxCalcMaya::@104@36@init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011db0 000014 80017490  4 mDoExt_McaMorf::@140@36@calc(u16) 	m_Do_ext.o 
  00011dc4 000014 800174a4  4 J3DMtxCalcMaya::@140@36@calcTransform(u16, J3DTransformInfo const&) 	m_Do_ext.o 
  00011dd8 000014 800174b8  4 J3DMtxCalcBasic::@140@36@recursiveCalc(J3DNode*) 	m_Do_ext.o 
  00011dec 000014 800174cc  4 J3DMtxCalcMaya::@140@36@init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011e00 000014 800174e0  4 mDoExt_McaMorf2::@148@36@calc(u16) 	m_Do_ext.o 
  00011e14 000014 800174f4  4 J3DMtxCalcMaya::@148@36@calcTransform(u16, J3DTransformInfo const&) 	m_Do_ext.o 
  00011e28 000014 80017508  4 J3DMtxCalcBasic::@148@36@recursiveCalc(J3DNode*) 	m_Do_ext.o 
  00011e3c 000014 8001751c  4 J3DMtxCalcMaya::@148@36@init(Vec const&, f32 const ( (&)[3])[4]) 	m_Do_ext.o 
  00011e50 0008f4 80017530  1 .text 	m_Do_lib.o 
  00011e50 00018c 80017530  4 mDoLib_setResTimgObj(ResTIMG*, _GXTexObj*, u32, _GXTlutObj*) 	m_Do_lib.o 
  00011fdc 00008c 800176bc  4 mDoLib_clipper::setup(f32, f32, f32, f32) 	m_Do_lib.o 
  00012068 0001dc 80017748  4 mDoLib_project(Vec*, Vec*) 	m_Do_lib.o 
  00012244 00003c 80017924  4 mDoLib_pos2camera(Vec*, Vec*) 	m_Do_lib.o 
  00012280 000034 80017960  4 mDoLib_cnvind32(u32) 	m_Do_lib.o 
  000122b4 000024 80017994  4 mDoLib_cnvind16(u16) 	m_Do_lib.o 
  000122d8 00004c 800179b8  4 __sinit_m_Do_lib_cpp 	m_Do_lib.o 
  00012324 000048 80017a04  1 .text 	m_Do_lib.o 
  00012324 000048 80017a04  4 ~J3DUClipper() 	m_Do_lib.o 
  0001236c 0002f8 80017a4c  1 .text 	m_Do_hostIO.o 
  0001236c 000004 80017a4c  4 mDoHIO_root_c::update() 	m_Do_hostIO.o 
  00012370 0000d0 80017a50  4 mDoHIO_subRoot_c::createChild(i8 const*, JORReflexible*) 	m_Do_hostIO.o 
  00012440 000068 80017b20  4 mDoHIO_subRoot_c::deleteChild(i8) 	m_Do_hostIO.o 
  000124a8 000078 80017b88  4 __sinit_m_Do_hostIO_cpp 	m_Do_hostIO.o 
  00012520 000084 80017c00  4 ~mDoHIO_root_c() 	m_Do_hostIO.o 
  000125a4 000070 80017c84  4 ~mDoHIO_subRoot_c() 	m_Do_hostIO.o 
  00012614 00003c 80017cf4  4 ~mDoHIO_child_c() 	m_Do_hostIO.o 
  00012650 000010 80017d30  4 mDoHIO_child_c() 	m_Do_hostIO.o 
  00012660 0001b0 80017d40  1 .text 	m_Do_Reset.o 
  00012660 000004 80017d40  4 my_OSCancelAlarmAll() 	m_Do_Reset.o 
  00012664 000038 80017d44  4 destroyVideo() 	m_Do_Reset.o 
  0001269c 0000c4 80017d7c  4 mDoRst_reset(i32, u32, i32) 	m_Do_Reset.o 
  00012760 0000b0 80017e40  4 mDoRst_resetCallBack(i32, void*) 	m_Do_Reset.o 
  00012810 000008 80017ef0  1 .text 	m_Do_Reset.o 
  00012810 000008 80017ef0  4 mDoRst::getResetData() 	m_Do_Reset.o 
  00012818 001408 80017ef8  1 .text 	m_Do_dvd_thread.o 
  00012818 00005c 80017ef8  4 mDoDvdThd::main(void*) 	m_Do_dvd_thread.o 
  00012874 00005c 80017f54  4 mDoDvdThd::create(i32) 	m_Do_dvd_thread.o 
  000128d0 000028 80017fb0  4 mDoDvdThd::suspend() 	m_Do_dvd_thread.o 
  000128f8 000060 80017fd8  4 my_DVDConvertPathToEntrynum(i8 const*) 	m_Do_dvd_thread.o 
  00012958 000048 80018038  4 ~mDoDvdThd_command_c() 	m_Do_dvd_thread.o 
  000129a0 000048 80018080  4 mDoDvdThd_param_c() 	m_Do_dvd_thread.o 
  000129e8 000028 800180c8  4 mDoDvdThd_param_c::kick() 	m_Do_dvd_thread.o 
  00012a10 000028 800180f0  4 mDoDvdThd_param_c::waitForKick() 	m_Do_dvd_thread.o 
  00012a38 000008 80018118  4 mDoDvdThd_param_c::getFirstCommand() 	m_Do_dvd_thread.o 
  00012a40 000058 80018120  4 mDoDvdThd_param_c::addition(mDoDvdThd_command_c*) 	m_Do_dvd_thread.o 
  00012a98 000054 80018178  4 mDoDvdThd_param_c::cut(mDoDvdThd_command_c*) 	m_Do_dvd_thread.o 
  00012aec 000050 800181cc  4 cb(void*) 	m_Do_dvd_thread.o 
  00012b3c 000098 8001821c  4 mDoDvdThd_param_c::mainLoop() 	m_Do_dvd_thread.o 
  00012bd4 000044 800182b4  4 mDoDvdThd_command_c() 	m_Do_dvd_thread.o 
  00012c18 000060 800182f8  4 ~mDoDvdThd_callback_c() 	m_Do_dvd_thread.o 
  00012c78 00005c 80018358  4 mDoDvdThd_callback_c(void* (*)(void*), void*) 	m_Do_dvd_thread.o 
  00012cd4 00007c 800183b4  4 mDoDvdThd_callback_c::create(void* (*)(void*), void*) 	m_Do_dvd_thread.o 
  00012d50 000054 80018430  4 mDoDvdThd_callback_c::execute() 	m_Do_dvd_thread.o 
  00012da4 000060 80018484  4 ~mDoDvdThd_mountArchive_c() 	m_Do_dvd_thread.o 
  00012e04 000070 800184e4  4 mDoDvdThd_mountArchive_c(u8) 	m_Do_dvd_thread.o 
  00012e74 0000c8 80018554  4 mDoDvdThd_mountArchive_c::create(i8 const*, u8, JKRHeap*) 	m_Do_dvd_thread.o 
  00012f3c 000154 8001861c  4 mDoDvdThd_mountArchive_c::execute() 	m_Do_dvd_thread.o 
  00013090 000060 80018770  4 ~mDoDvdThd_mountXArchive_c() 	m_Do_dvd_thread.o 
  000130f0 000074 800187d0  4 mDoDvdThd_mountXArchive_c(u8, JKRArchive::EMountMode) 	m_Do_dvd_thread.o 
  00013164 0000c8 80018844  4 mDoDvdThd_mountXArchive_c::create(i8 const*, u8, JKRArchive::EMountMode) 	m_Do_dvd_thread.o 
  0001322c 000078 8001890c  4 mDoDvdThd_mountXArchive_c::execute() 	m_Do_dvd_thread.o 
  000132a4 00005c 80018984  4 mDoDvdThd_toMainRam_c(u8) 	m_Do_dvd_thread.o 
  00013300 0000c8 800189e0  4 mDoDvdThd_toMainRam_c::create(i8 const*, u8, JKRHeap*) 	m_Do_dvd_thread.o 
  000133c8 000060 80018aa8  4 ~mDoDvdThd_toMainRam_c() 	m_Do_dvd_thread.o 
  00013428 0000b0 80018b08  4 mDoDvdThd_toMainRam_c::execute() 	m_Do_dvd_thread.o 
  000134d8 000028 80018bb8  4 __sinit_m_Do_dvd_thread_cpp 	m_Do_dvd_thread.o 
  00013500 00018c 80018be0  1 .text 	m_Do_DVDError.o 
  00013500 0000c0 80018be0  4 mDoDvdErr_ThdInit() 	m_Do_DVDError.o 
  000135c0 000048 80018ca0  4 mDoDvdErr_ThdCleanup() 	m_Do_DVDError.o 
  00013608 00005c 80018ce8  4 mDoDvdErr_Watch(void*) 	m_Do_DVDError.o 
  00013664 000028 80018d44  4 AlarmHandler(OSAlarm*, OSContext*) 	m_Do_DVDError.o 
  0001368c 000d20 80018d6c  1 .text 	m_Do_MemCard.o 
  0001368c 000004 80018d6c  4 mDoMemCd_Ctrl_c() 	m_Do_MemCard.o 
  00013690 0000a8 80018d70  4 mDoMemCd_Ctrl_c::ThdInit() 	m_Do_MemCard.o 
  00013738 0000b0 80018e18  4 mDoMemCd_Ctrl_c::main() 	m_Do_MemCard.o 
  000137e8 000110 80018ec8  4 mDoMemCd_Ctrl_c::update() 	m_Do_MemCard.o 
  000138f8 000094 80018fd8  4 mDoMemCd_Ctrl_c::restore() 	m_Do_MemCard.o 
  0001398c 000108 8001906c  4 mDoMemCd_Ctrl_c::store() 	m_Do_MemCard.o 
  00013a94 000050 80019174  4 mDoMemCd_Ctrl_c::command_format() 	m_Do_MemCard.o 
  00013ae4 000074 800191c4  4 mDoMemCd_Ctrl_c::save(void*, u32, u32) 	m_Do_MemCard.o 
  00013b58 000050 80019238  4 mDoMemCd_Ctrl_c::load() 	m_Do_MemCard.o 
  00013ba8 000094 80019288  4 mDoMemCd_Ctrl_c::LoadSync(void*, u32, u32) 	m_Do_MemCard.o 
  00013c3c 000080 8001931c  4 mDoMemCd_Ctrl_c::SaveSync() 	m_Do_MemCard.o 
  00013cbc 0000e4 8001939c  4 mDoMemCd_Ctrl_c::getStatus(u32) 	m_Do_MemCard.o 
  00013da0 00004c 80019480  4 mDoMemCd_Ctrl_c::format() 	m_Do_MemCard.o 
  00013dec 000070 800194cc  4 mDoMemCd_Ctrl_c::FormatSync() 	m_Do_MemCard.o 
  00013e5c 0000d8 8001953c  4 mDoMemCd_Ctrl_c::attach() 	m_Do_MemCard.o 
  00013f34 000038 80019614  4 mDoMemCd_Ctrl_c::detach() 	m_Do_MemCard.o 
  00013f6c 0000e0 8001964c  4 mDoMemCd_Ctrl_c::mount() 	m_Do_MemCard.o 
  0001404c 000060 8001972c  4 mDoMemCd_Ctrl_c::loadfile() 	m_Do_MemCard.o 
  000140ac 00008c 8001978c  4 mDoMemCd_Ctrl_c::checkspace() 	m_Do_MemCard.o 
  00014138 0000ac 80019818  4 mDoMemCd_Ctrl_c::setCardState(i32) 	m_Do_MemCard.o 
  000141e4 000054 800198c4  4 mDoMemCd_main(void*) 	m_Do_MemCard.o 
  00014238 000028 80019918  4 __sinit_m_Do_MemCard_cpp 	m_Do_MemCard.o 
  00014260 000b98 80019940  1 .text 	m_Do_MemCardRWmng.o 
  00014260 0003a8 80019940  4 mDoMemCdRWm_Store(CARDFileInfo*, void*, u32) 	m_Do_MemCardRWmng.o 
  00014608 000264 80019ce8  4 mDoMemCdRWm_Restore(CARDFileInfo*, void*, u32) 	m_Do_MemCardRWmng.o 
  0001486c 00015c 80019f4c  4 mDoMemCdRWm_BuildHeader(mDoMemCdRWm_HeaderData*) 	m_Do_MemCardRWmng.o 
  000149c8 000144 8001a0a8  4 mDoMemCdRWm_SetCardStat(CARDFileInfo*) 	m_Do_MemCardRWmng.o 
  00014b0c 000104 8001a1ec  4 mDoMemCdRWm_CheckCardStat(CARDFileInfo*) 	m_Do_MemCardRWmng.o 
  00014c10 000040 8001a2f0  4 mDoMemCdRWm_CalcCheckSum(void*, u32) 	m_Do_MemCardRWmng.o 
  00014c50 000028 8001a330  4 mDoMemCdRWm_CalcCheckSumPictData(void*, u32) 	m_Do_MemCardRWmng.o 
  00014c78 000044 8001a358  4 mDoMemCdRWm_TestCheckSumPictData(void*) 	m_Do_MemCardRWmng.o 
  00014cbc 000034 8001a39c  4 mDoMemCdRWm_SetCheckSumPictData(u8*) 	m_Do_MemCardRWmng.o 
  00014cf0 000038 8001a3d0  4 mDoMemCdRWm_CalcCheckSumGameData(void*, u32) 	m_Do_MemCardRWmng.o 
  00014d28 00004c 8001a408  4 mDoMemCdRWm_TestCheckSumGameData(void*) 	m_Do_MemCardRWmng.o 
  00014d74 000044 8001a454  4 mDoMemCdRWm_SetCheckSumGameData(u8*, u8) 	m_Do_MemCardRWmng.o 
  00014db8 001870 8001a498  1 .text 	m_Do_gba_com.o 
  00014db8 000028 8001a498  4 ProbeCheck_0(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014de0 000028 8001a4c0  4 ProbeCheck_1(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014e08 000028 8001a4e8  4 CodeExchange_0(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014e30 000028 8001a510  4 CodeExchange_1(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014e58 000028 8001a538  4 CodeExchange_2(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014e80 000028 8001a560  4 CodeExchange_3(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014ea8 000028 8001a588  4 CodeExchange_4(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014ed0 000028 8001a5b0  4 ContextCheck(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014ef8 000028 8001a5d8  4 ContextSend(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014f20 000028 8001a600  4 ContextRead(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014f48 000028 8001a628  4 GbaWriteResult(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014f70 000028 8001a650  4 GbaReadResult(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014f98 000028 8001a678  4 GbaReset(JUTGbaParam*, void*) 	m_Do_gba_com.o 
  00014fc0 000118 8001a6a0  4 mDoGaC_agbCom_c::mDoGaC_Initial(mDoGaC_DataManag_c*, u8) 	m_Do_gba_com.o 
  000150d8 00000c 8001a7b8  4 mDoGaC_agbCom_c::mDoGaC_ComOpen() 	m_Do_gba_com.o 
  000150e4 000050 8001a7c4  4 mDoGaC_agbCom_c::mDoGaC_ComClose() 	m_Do_gba_com.o 
  00015134 00000c 8001a814  4 mDoGaC_agbCom_c::mDoGaC_ComStart() 	m_Do_gba_com.o 
  00015140 000038 8001a820  4 mDoGaC_agbCom_c::mDoGaC_ComStop() 	m_Do_gba_com.o 
  00015178 00005c 8001a858  4 mDoGaC_agbCom_c::mDoGaC_GbaReboot() 	m_Do_gba_com.o 
  000151d4 000098 8001a8b4  4 mDoGaC_agbCom_c::mDoGaC_GbaReset() 	m_Do_gba_com.o 
  0001526c 000058 8001a94c  4 mDoGaC_agbCom_c::mDoGaC_ComRestart() 	m_Do_gba_com.o 
  000152c4 000130 8001a9a4  4 mDoGaC_agbCom_c::mDoGaC_Connect() 	m_Do_gba_com.o 
  000153f4 000018 8001aad4  4 mDoGaC_agbCom_c::mDoGaC_ConnectSleep() 	m_Do_gba_com.o 
  0001540c 00000c 8001aaec  4 mDoGaC_agbCom_c::mDoGaC_ConnectWake() 	m_Do_gba_com.o 
  00015418 000054 8001aaf8  4 mDoGaC_agbCom_c::mDoGaC_GbaLink() 	m_Do_gba_com.o 
  0001546c 0000c8 8001ab4c  4 mDoGaC_agbCom_c::mDoGaC_SendDataSet(u32*, i32, u8, u32) 	m_Do_gba_com.o 
  00015534 000134 8001ac14  4 mDoGaC_agbCom_c::mDoGaC_SendDataWrite() 	m_Do_gba_com.o 
  00015668 00003c 8001ad48  4 mDoGaC_agbCom_c::mDoGaC_SendEntry(u8, u32) 	m_Do_gba_com.o 
  000156a4 000030 8001ad84  4 mDoGaC_agbCom_c::mDoGaC_SendStatusCheck(u8) 	m_Do_gba_com.o 
  000156d4 000030 8001adb4  4 mDoGaC_agbCom_c::mDoGaC_SendEndCheck(u8) 	m_Do_gba_com.o 
  00015704 000020 8001ade4  4 mDoGaC_agbCom_c::mDoGaC_RecvStatusCheck(u8) 	m_Do_gba_com.o 
  00015724 000040 8001ae04  4 mDoGaC_agbCom_c::mDoGaC_DataStatusReset(u8) 	m_Do_gba_com.o 
  00015764 0000a0 8001ae44  4 mDoGaC_agbCom_c::mDoGaC_StatusSendSet(u8) 	m_Do_gba_com.o 
  00015804 000084 8001aee4  4 mDoGaC_agbCom_c::mDoGaC_ProbeCheck0() 	m_Do_gba_com.o 
  00015888 000074 8001af68  4 mDoGaC_agbCom_c::mDoGaC_ProbeCheck1() 	m_Do_gba_com.o 
  000158fc 000084 8001afdc  4 mDoGaC_agbCom_c::mDoGaC_CodeExchange0() 	m_Do_gba_com.o 
  00015980 000094 8001b060  4 mDoGaC_agbCom_c::mDoGaC_CodeExchange1() 	m_Do_gba_com.o 
  00015a14 000090 8001b0f4  4 mDoGaC_agbCom_c::mDoGaC_CodeExchange2() 	m_Do_gba_com.o 
  00015aa4 000074 8001b184  4 mDoGaC_agbCom_c::mDoGaC_CodeExchange3() 	m_Do_gba_com.o 
  00015b18 0000a0 8001b1f8  4 mDoGaC_agbCom_c::mDoGaC_CodeExchange4() 	m_Do_gba_com.o 
  00015bb8 00009c 8001b298  4 mDoGaC_agbCom_c::mDoGaC_ContextCheck() 	m_Do_gba_com.o 
  00015c54 000074 8001b334  4 mDoGaC_agbCom_c::mDoGaC_ContextSend() 	m_Do_gba_com.o 
  00015cc8 000084 8001b3a8  4 mDoGaC_agbCom_c::mDoGaC_ContextRead() 	m_Do_gba_com.o 
  00015d4c 0002a0 8001b42c  4 mDoGaC_agbCom_c::mDoGaC_GbaWrite() 	m_Do_gba_com.o 
  00015fec 000068 8001b6cc  4 mDoGaC_agbCom_c::mDoGaC_WriteResult() 	m_Do_gba_com.o 
  00016054 000044 8001b734  4 mDoGaC_agbCom_c::mDoGaC_GbaRead() 	m_Do_gba_com.o 
  00016098 0002bc 8001b778  4 mDoGaC_agbCom_c::mDoGaC_ReadResult() 	m_Do_gba_com.o 
